symbol,FullName,Exchange,ISIN,Currency,Country
8F3.F,BROOKSIDE ENERGY,Frankfurt (FWB),AU000000BRK4,EUR,Germany
8F4.F,"MOLIERA2 S.A.      ZY-,10",Frankfurt (FWB),PLAIRMK00017,EUR,Germany
8F5.F,"EAGLE BANCORP.MON. DL-,01",Frankfurt (FWB),US26942G1004,EUR,Germany
8F8.F,SYNACT PHARMA AB,Frankfurt (FWB),SE0008241491,EUR,Germany
8FB.F,"FACEPHI BIOMETRIA  EO-,04",Frankfurt (FWB),ES0105029005,EUR,Germany
8FD.F,FENIXORO GOLD CORP.,Frankfurt (FWB),CA31447M1077,EUR,Germany
8FE.F,"FOREVER ENTERTAIN. ZY-,40",Frankfurt (FWB),PLFRENT00014,EUR,Germany
8FG.F,"WOODPECKER.CO  ZY -,10",Frankfurt (FWB),PLWDPCK00017,EUR,Germany
8FK.F,KLIMATOR AB,Frankfurt (FWB),SE0014401329,EUR,Germany
8FN.F,FNM SPA,Frankfurt (FWB),IT0000060886,EUR,Germany
8FP.F,FALCO RES LTD,Frankfurt (FWB),CA30606C1086,EUR,Germany
8FR.F,"VICTORIAS SECRECT DL -,01",Frankfurt (FWB),US9264001028,EUR,Germany
8FS.F,SOFINA,Frankfurt (FWB),BE0003717312,EUR,Germany
8FT.F,WASKO S.A.           ZY 1,Frankfurt (FWB),PLHOGA000041,EUR,Germany
8FW.F,ELEKTROTIM S.A. INH. ZY 1,Frankfurt (FWB),PLELEKT00016,EUR,Germany
8G6.F,"ARENA.PL S.A.     ZY -,50",Frankfurt (FWB),PLCRBON00018,EUR,Germany
8G7.F,LANDSEA GREEN MANAGEMENT,Frankfurt (FWB),BMG5370A1018,EUR,Germany
8GA.F,"GREATVIEW ASEP.PAC.HD-,01",Frankfurt (FWB),KYG407691040,EUR,Germany
8GB.F,GIBSON ENERGY INC.,Frankfurt (FWB),CA3748252069,EUR,Germany
8GC.F,"GLENCORE PLC      DL -,01",Frankfurt (FWB),JE00B4T3BW64,EUR,Germany
8GCA.F,"GLENCORE PLC ADR 2 DL-,01",Frankfurt (FWB),US37827X1000,EUR,Germany
8GG.F,GREEN TECH.METALS LTD,Frankfurt (FWB),AU0000177271,EUR,Germany
8GH.F,GOODRX HOLDINGS INC. CL.A,Frankfurt (FWB),US38246G1085,EUR,Germany
8GM.F,"GENERAL MOTORS     DL-,01",Frankfurt (FWB),US37045V1008,EUR,Germany
8GN.F,"CESSATECH A/S     DK -,20",Frankfurt (FWB),DK0061411964,EUR,Germany
8GQ.F,"NAM.R S.A.        EO -,20",Frankfurt (FWB),FR0014003J32,EUR,Germany
8GW0.F,"GREAT WEST.M.G.EO-,0001",Frankfurt (FWB),IE000T78CHJ8,EUR,Germany
8H0.F,"POLYPEPTIDE GROUP SF -,01",Frankfurt (FWB),CH1110760852,EUR,Germany
8H1.F,HYDRO ONE LTD,Frankfurt (FWB),CA4488112083,EUR,Germany
8H5.F,WEDGEMOUNT RESOURCES CORP,Frankfurt (FWB),CA94847W1095,EUR,Germany
8H6.F,ABUNDIA GLO.IMP.G. DL-001,Frankfurt (FWB),US44183U3086,EUR,Germany
8HA.F,ARCH BIOPARTNERS INC.,Frankfurt (FWB),CA03938C1041,EUR,Germany
8HG.F,INFRACOM GROUP AB (PUBL),Frankfurt (FWB),SE0010414573,EUR,Germany
8HI.F,HAIDILAO INT.HLDG LTD,Frankfurt (FWB),KYG4290A1013,EUR,Germany
8HL.F,"HILONG HOLDING LTD HD-,10",Frankfurt (FWB),KYG4509G1055,EUR,Germany
8HT.F,"HELIOS TOWER PL WI LS0,01",Frankfurt (FWB),GB00BJVQC708,EUR,Germany
8HX.F,AKSO HEALTH GR. (SPADR)/3,Frankfurt (FWB),US98422P1084,EUR,Germany
8I2.F,"LINEA DIRECTA A.  EO-,04",Frankfurt (FWB),ES0105546008,EUR,Germany
8I4.F,"NURMINEN LOG.OYJ A EO1,70",Frankfurt (FWB),FI0009900187,EUR,Germany
8I8.F,"INTERGRATED DIA.H DL 0,25",Frankfurt (FWB),JE00BLKGSR75,EUR,Germany
8ID0.F,SECURE BLOCKC. DEV. CORP.,Frankfurt (FWB),CA81373W1086,EUR,Germany
8IF1.F,INTERFOR CORP.,Frankfurt (FWB),CA45868C1095,EUR,Germany
8IG.F,"INTERPUMP GRP     EO 0,52",Frankfurt (FWB),IT0001078911,EUR,Germany
8II.F,"PLAYTIKA HOLDING   DL-,01",Frankfurt (FWB),US72815L1070,EUR,Germany
8IM1.F,IMPLANTICA AG  SDR./1,Frankfurt (FWB),SE0014855029,EUR,Germany
8J0.F,"TOMPK.FINL CORP.   DL-,10",Frankfurt (FWB),US8901101092,EUR,Germany
8J2.F,UIL FINANCE PREF. 2028,Frankfurt (FWB),BMG916101576,EUR,Germany
8J30.F,"EBUSCO HOLD. N.V. EO -,01",Frankfurt (FWB),NL0015002AG2,EUR,Germany
8J4.F,WILDPACK BEVERAGE INC.,Frankfurt (FWB),CA96812Y1016,EUR,Germany
8J9.F,"TAP GLOBAL PLC   LS -,001",Frankfurt (FWB),GB00BMVSDN09,EUR,Germany
8JA.F,"JR HOLDING SA B,C ZY -,10",Frankfurt (FWB),PLJRINV00013,EUR,Germany
8JB.F,"NEOLIFE   EO -,10",Frankfurt (FWB),FR0011636083,EUR,Germany
8JC.F,METALLIUM LTD.,Frankfurt (FWB),AU0000155228,EUR,Germany
8JC0.F,METALLIUM LTD. ADR'S,Frankfurt (FWB),US59125U1097,EUR,Germany
8JD.F,"VALBIOTIS S.A.    EO -,10",Frankfurt (FWB),FR0013254851,EUR,Germany
8JF.F,INVINCIBLE INVESTM.CORP.,Frankfurt (FWB),JP3046190009,EUR,Germany
8JI.F,I-80 GOLD CORP.,Frankfurt (FWB),CA44955L1067,EUR,Germany
8JM.F,"VETOQUINOL INH.   EO 2,50",Frankfurt (FWB),FR0004186856,EUR,Germany
8JN.F,KANZHUN LTD SP.ADS/2 CL.A,Frankfurt (FWB),US48553T1060,EUR,Germany
8JN0.F,"KANZHUN LTD CL.A DL-,0001",Frankfurt (FWB),KYG5224V1032,EUR,Germany
8JO0.F,VOLVO CAR AB UNSP.ADR/2 B,Frankfurt (FWB),US92887P1093,EUR,Germany
8JO1.F,VOLVO CAR AB B,Frankfurt (FWB),SE0021628898,EUR,Germany
8JQ.F,PUUILO OYJ        EO 1,Frankfurt (FWB),FI4000507124,EUR,Germany
8JR.F,WISHPOND TECHNOLOGIES,Frankfurt (FWB),CA97730P2061,EUR,Germany
8K0.F,WEIHAI CITY COMM.BK H   1,Frankfurt (FWB),CNE100004280,EUR,Germany
8K2.F,"GITLAB CL.A   DL-,0000025",Frankfurt (FWB),US37637K1088,EUR,Germany
8K7.F,KOITO MFG CO. LTD,Frankfurt (FWB),JP3284600008,EUR,Germany
8KC.F,"IDI SCA INH.      EO 7,10",Frankfurt (FWB),FR0000051393,EUR,Germany
8KD2.F,"NAUTICUS R. NEW DL-,0001",Frankfurt (FWB),US63911H4056,EUR,Germany
8KF.F,ICHIYOSHI SECS CO. LTD.,Frankfurt (FWB),JP3142300007,EUR,Germany
8KG.F,EXACOMPTA CLAIREF. NOM.,Frankfurt (FWB),FR0000064164,EUR,Germany
8KH.F,TOREX SEMICONDUCTOR LTD,Frankfurt (FWB),JP3637280003,EUR,Germany
8KI.F,"REDCO PRP GROUP LTD -,05",Frankfurt (FWB),KYG733101318,EUR,Germany
8KL.F,QUANTUM HELIUM LTD.,Frankfurt (FWB),AU0000473282,EUR,Germany
8KO.F,PROPEL HOLDINGS INC.,Frankfurt (FWB),CA74349D1069,EUR,Germany
8KP.F,YORKTON EQUITY GROUP,Frankfurt (FWB),CA98721W1014,EUR,Germany
8KR.F,"KKR REAL EST.FIN.TR. -,01",Frankfurt (FWB),US48251K1007,EUR,Germany
8KS.F,"LUMI GRUPPEN AS   NK -,01",Frankfurt (FWB),NO0010927288,EUR,Germany
8KT.F,DESERT CONTROL   NK 3,Frankfurt (FWB),NO0010963275,EUR,Germany
8KW.F,"JADESTONE ENERGY LS -,001",Frankfurt (FWB),GB00BLR71299,EUR,Germany
8KZ0.F,"AUTHID INC.      DL-,0001",Frankfurt (FWB),US46264C3051,EUR,Germany
8L10.F,VOLTAGE METALS CORP.,Frankfurt (FWB),CA92872C1059,EUR,Germany
8L9.F,ATLAND S.A. INH.    EO 11,Frankfurt (FWB),FR0013455482,EUR,Germany
8LB0.F,VITAL INFRASTR.PROP.TRUST,Frankfurt (FWB),CA92848P1071,EUR,Germany
8LCA.F,"HAPPEN INC.        DL-,01",Frankfurt (FWB),US52603A2087,EUR,Germany
8LF.F,"INSIG AI PLC       LS-,01",Frankfurt (FWB),GB00BYV31355,EUR,Germany
8LH0.F,BRANDPILOT AI INC.,Frankfurt (FWB),CA1053241073,EUR,Germany
8LL0.F,374WATER INC.    NEW O.N.,Frankfurt (FWB),US88583P2039,EUR,Germany
8LN.F,LOMA NEGRA SP.ADR/5,Frankfurt (FWB),US54150E1047,EUR,Germany
8LQ0.F,"IZERTIS S.A.      EO -,10",Frankfurt (FWB),ES0105449005,EUR,Germany
8LS.F,"NEXT 15 GROUP PLC LS-,025",Frankfurt (FWB),GB0030026057,EUR,Germany
8LS0.F,NEXT 15 GROUP PLC ADR/1,Frankfurt (FWB),US65344Q1004,EUR,Germany
8LU.F,"SUNTRADE GRP. AB B SK1,20",Frankfurt (FWB),SE0001075102,EUR,Germany
8LY.F,ONCOZENGE AB,Frankfurt (FWB),SE0015504097,EUR,Germany
8M0.F,ROUTE 109 RESOURCES,Frankfurt (FWB),CA7792911033,EUR,Germany
8M8.F,"VENTE-UNIQUE.COM   EO-,01",Frankfurt (FWB),FR0010766667,EUR,Germany
8MG.F,MINGFA GRP INTL CO. REG S,Frankfurt (FWB),KYG614131038,EUR,Germany
8MH.F,BLOCKMATE VENTURES INC.,Frankfurt (FWB),CA09370U1066,EUR,Germany
8MM.F,SANTANA MINERALS,Frankfurt (FWB),AU000000SMI3,EUR,Germany
8MN.F,"LINMON MEDIA   DL-,000025",Frankfurt (FWB),KYG5571U1040,EUR,Germany
8MP.F,MONADELPHOUS GROUP LTD.,Frankfurt (FWB),AU000000MND5,EUR,Germany
8MV0.F,BIOHARVEST SC.INC. O.N.,Frankfurt (FWB),CA09076J2074,EUR,Germany
8MW.F,"ACE LIBERTY+STONE LS -,25",Frankfurt (FWB),GB00BF01VL55,EUR,Germany
8N10.F,BIOSERGEN AB,Frankfurt (FWB),SE0026821852,EUR,Germany
8N2.F,PRIME ASI S.A.      ZY 10,Frankfurt (FWB),PLRKLMF00010,EUR,Germany
8N6.F,TRIUMPH GOLD CORP.,Frankfurt (FWB),CA8968122033,EUR,Germany
8N70.F,WEST COAST SILVER LTD.,Frankfurt (FWB),AU0000396905,EUR,Germany
8N9.F,JAPAN AVIATION EL.,Frankfurt (FWB),JP3705600009,EUR,Germany
8NC.F,NORTHCLIFF RESOURCES LTD,Frankfurt (FWB),CA66401Q1081,EUR,Germany
8NE.F,"LISATA THERAP.INC.DL-,001",Frankfurt (FWB),US1280583022,EUR,Germany
8NF.F,"TOPSPORTS INTL HD-,000001",Frankfurt (FWB),KYG8924B1041,EUR,Germany
8NJ.F,"MPAY S.A.          ZY-,50",Frankfurt (FWB),PLMPAY000017,EUR,Germany
8NN.F,"THOR MEDICAL ASA  NK 0,20",Frankfurt (FWB),NO0010597883,EUR,Germany
8NQ.F,MIATA METALS CORP.,Frankfurt (FWB),CA59403F1053,EUR,Germany
8NR.F,NRC GROUP ASA        NK 1,Frankfurt (FWB),NO0003679102,EUR,Germany
8NV0.F,NV GOLD CORP.,Frankfurt (FWB),CA67090W3075,EUR,Germany
8NW.F,NEWTON RESOURCES LTD,Frankfurt (FWB),KYG6525A1031,EUR,Germany
8NX.F,"NEXTEER AUTOMOT.GR.HD-,10",Frankfurt (FWB),KYG6501M1050,EUR,Germany
8O1.F,ORBIT GARANT DRILLING INC,Frankfurt (FWB),CA68556N1042,EUR,Germany
8O4.F,NOTE INC.,Frankfurt (FWB),JP3759300001,EUR,Germany
8OB0.F,COMPODIUM INTL. AB,Frankfurt (FWB),SE0022088233,EUR,Germany
8OE.F,"SEALSQ CORP.     DL-,01",Frankfurt (FWB),VGG794831062,EUR,Germany
8OH.F,ARCADIA MINERALS CDI/1:1,Frankfurt (FWB),AU0000145815,EUR,Germany
8OM.F,CARE PROPERTY INVEST,Frankfurt (FWB),BE0974273055,EUR,Germany
8ON.F,AUSTRALASIAN METALS LTD,Frankfurt (FWB),AU0000141137,EUR,Germany
8OR.F,NANHUA FUTURES A     YC 1,Frankfurt (FWB),CNE100007C18,EUR,Germany
8OS.F,WITTED MEGACORP OYJ  EO 1,Frankfurt (FWB),FI4000517461,EUR,Germany
8OT.F,"DOUGLAS ELLIMAN    DL-,01",Frankfurt (FWB),US25961D1054,EUR,Germany
8OX1.F,OXLEY HOLDINGS LTD,Frankfurt (FWB),SG2F25986140,EUR,Germany
8P2N.F,ROK RESOURCES INC. CL.B,Frankfurt (FWB),CA77544C1041,EUR,Germany
8P7.F,"GAMES OPERATORS SA ZY-,10",Frankfurt (FWB),PLGMSOP00019,EUR,Germany
8P8.F,REMEDY ENTERTAINMENT OYJ,Frankfurt (FWB),FI4000251897,EUR,Germany
8P9.F,"CYVIZ AS     NK 1,10",Frankfurt (FWB),NO0010015175,EUR,Germany
8PB.F,PARETO BANK ASA NK 12,Frankfurt (FWB),NO0010397581,EUR,Germany
8PC.F,SPARK ENERGY MINER. INC.,Frankfurt (FWB),CA84652L2075,EUR,Germany
8PF.F,PATHFINDER BANCORP (MD.),Frankfurt (FWB),US70319R1095,EUR,Germany
8PL2.F,AKKO INVEST PLC     UF 25,Frankfurt (FWB),HU0000170824,EUR,Germany
8PM.F,PENNYMAC MRTGE INV. SBI,Frankfurt (FWB),US70931T1034,EUR,Germany
8PM0.F,PNYMAC MR.SN.NOTES DL 25,Frankfurt (FWB),US70931T7072,EUR,Germany
8PO.F,POLA ORBIS HLDGS INC.,Frankfurt (FWB),JP3855900001,EUR,Germany
8PR1.F,SOMA GOLD CORP.,Frankfurt (FWB),CA83445W1086,EUR,Germany
8PT0.F,SEASIF EXPLORATION   O.N.,Frankfurt (FWB),CA8125391042,EUR,Germany
8PY1.F,PYROGENESIS,Frankfurt (FWB),CA74739V1040,EUR,Germany
8Q3.F,"M+S HIDRAVLIK AD  EO 0,51",Frankfurt (FWB),BG11MPKAAT18,EUR,Germany
8Q50.F,"TRAFALGAR MINERALS LS-,01",Frankfurt (FWB),GB00BKMQQR47,EUR,Germany
8Q8.F,"KOOL2PLAY S.A. ZY -,10",Frankfurt (FWB),PLKL2PL00014,EUR,Germany
8QA.F,MILDEF GROUP AB,Frankfurt (FWB),SE0016074249,EUR,Germany
8QB0.F,CTO REALTY GROWTH NEW DL1,Frankfurt (FWB),US22948Q1013,EUR,Germany
8QF.F,"QUADRISE PLC       LS-,01",Frankfurt (FWB),GB00B11DDB67,EUR,Germany
8QG0.F,HAYPP GROUP AB,Frankfurt (FWB),SE0016829469,EUR,Germany
8QJ0.F,MARQETA INC. A NEW O.N.,Frankfurt (FWB),US57142B2034,EUR,Germany
8QL.F,AVTECH SWEDEN AB B,Frankfurt (FWB),SE0004270445,EUR,Germany
8QM.F,"APATOR B          ZY 0,10",Frankfurt (FWB),PLAPATR00018,EUR,Germany
8QP.F,"FIDUS INVEST.CORP.DL-,001",Frankfurt (FWB),US3165001070,EUR,Germany
8QQ.F,ABCELLERA BIOLOGICS,Frankfurt (FWB),CA00288U1066,EUR,Germany
8QV.F,HEMNET GROUP AB,Frankfurt (FWB),SE0015671995,EUR,Germany
8QV0.F,HEMNET GROUP  UNSP.ADR/1,Frankfurt (FWB),US4236801076,EUR,Germany
8QY.F,COMET LITHIUM CORP.  O.N.,Frankfurt (FWB),CA20036Y1016,EUR,Germany
8R20.F,UNIVERSAL DIGITAL INC.,Frankfurt (FWB),CA9129371097,EUR,Germany
8R6.F,STILLE AB            SK 5,Frankfurt (FWB),SE0000998650,EUR,Germany
8R7.F,MAXIMUM ENTERTAINMENT AB,Frankfurt (FWB),SE0011725506,EUR,Germany
8RC0.F,ARC RESOURCES LTD. ARD,Frankfurt (FWB),US00208D5077,EUR,Germany
8RE.F,INTERNATL BATT. METALS,Frankfurt (FWB),CA4591211095,EUR,Germany
8RJ.F,"BELIMO HOLDING AG SF-,05",Frankfurt (FWB),CH1101098163,EUR,Germany
8RK.F,"LABIANA HEALTH S.A.EO-,10",Frankfurt (FWB),ES0105638003,EUR,Germany
8RO.F,E-POWER RESOURCES INC.,Frankfurt (FWB),CA26886Q1063,EUR,Germany
8RP.F,"CELON PHARMA S.A. ZY-,10",Frankfurt (FWB),PLCLNPH00015,EUR,Germany
8RR.F,ROCKHAVEN RESOURCES LTD,Frankfurt (FWB),CA77340P1018,EUR,Germany
8S30.F,SPHERE 3D CORP.,Frankfurt (FWB),CA84841L5062,EUR,Germany
8SA.F,"E-PANGO S.A.        EO-,1",Frankfurt (FWB),FR0014004339,EUR,Germany
8SF.F,"SLIGRO FOOD GROUP EO -,06",Frankfurt (FWB),NL0000817179,EUR,Germany
8SJ.F,SHANGHAI JUNSHI BIO   YC1,Frankfurt (FWB),CNE100003FF7,EUR,Germany
8SN1.F,SUNSHINE OILSANDS LTD,Frankfurt (FWB),CA8678423044,EUR,Germany
8SO.F,SONOS INC.,Frankfurt (FWB),US83570H1086,EUR,Germany
8SP.F,SUPERIOR PLUS CORP.,Frankfurt (FWB),CA86828P1036,EUR,Germany
8SP0.F,SUPERIOR PLUS ADR O.N.,Frankfurt (FWB),US86828P3010,EUR,Germany
8SR.F,SILVER RANGE RES,Frankfurt (FWB),CA82809P1053,EUR,Germany
8SW.F,"ARCHER LTD. NEW DL 0,25",Frankfurt (FWB),BMG0451H2087,EUR,Germany
8SX0.F,BLUE MOON METALS INC.,Frankfurt (FWB),CA09570Q5095,EUR,Germany
8T2.F,AICHI STEEL CORP.,Frankfurt (FWB),JP3103600007,EUR,Germany
8T40.F,ZENERGY B AB,Frankfurt (FWB),SE0023313069,EUR,Germany
8T5.F,"TEKCAPITAL PLC   LS -,004",Frankfurt (FWB),GB00BKXGY798,EUR,Germany
8T8.F,TRANSMEDICS GROUP,Frankfurt (FWB),US89377M1099,EUR,Germany
8TA.F,TARTISAN NICKEL CORP.,Frankfurt (FWB),CA87649R1047,EUR,Germany
8TB.F,"PULSAR GROUP PLC   LS-,05",Frankfurt (FWB),GB00BGQVB052,EUR,Germany
8TC.F,"BLACKROCK TCP CAP.DL-,001",Frankfurt (FWB),US09259E1082,EUR,Germany
8TE.F,"CANNABIS POLAND A,B ZY-10",Frankfurt (FWB),PLBLOCM00013,EUR,Germany
8TI.F,"STELLANTIS NV     EO -,01",Frankfurt (FWB),NL00150001Q9,EUR,Germany
8TJ.F,CETTIRE LTD.,Frankfurt (FWB),AU0000122210,EUR,Germany
8TM.F,"GUARDIAN METAL RE.LS -,01",Frankfurt (FWB),GB00BPQY8R36,EUR,Germany
8TM0.F,"GUA.M.R.SP.ADR/0,2 LS-,01",Frankfurt (FWB),US4013821065,EUR,Germany
8TP0.F,HYTERRA,Frankfurt (FWB),AU0000232415,EUR,Germany
8TQ.F,"JOBY AVIATION    DL-,0001",Frankfurt (FWB),KYG651631007,EUR,Germany
8TR.F,TRATON SE   UNSP.ADR 1/1,Frankfurt (FWB),US89415X1090,EUR,Germany
8TRA.F,TRATON SE   INH O.N.,Frankfurt (FWB),DE000TRAT0N7,EUR,Germany
8TX.F,RESOURO STRATEGIC METALS,Frankfurt (FWB),CA76134C1023,EUR,Germany
8TY0.F,EXEL COMPOSITES OYJ,Frankfurt (FWB),FI4000602172,EUR,Germany
8UA.F,"REVOL.BEAUTY GRP  LS -,01",Frankfurt (FWB),GB00BP7L1T61,EUR,Germany
8UK.F,NEW ZEALAND RURAL,Frankfurt (FWB),NZNZLE0001S2,EUR,Germany
8UM.F,NACHI-FUJIKOSHI,Frankfurt (FWB),JP3813200007,EUR,Germany
8UT.F,JAPAN LOGISTICS FUND INC.,Frankfurt (FWB),JP3046230003,EUR,Germany
8UX.F,"PEPCO GROUP N.V. EO-,01",Frankfurt (FWB),NL0015000AU7,EUR,Germany
8V6.F,NEEMS HILL AB CL.B,Frankfurt (FWB),SE0009242654,EUR,Germany
8V7.F,FUJI KYUKO CO. LTD,Frankfurt (FWB),JP3810400006,EUR,Germany
8V8.F,"GENETIC ANALYSIS  NK -,60",Frankfurt (FWB),NO0010692130,EUR,Germany
8VB.F,"TEKNA HOLDING ASA NK 1,15",Frankfurt (FWB),NO0010951577,EUR,Germany
8VC0.F,GREAT PLAINS MET. O.N.,Frankfurt (FWB),CA3911731014,EUR,Germany
8VJ.F,"ASCEND WELLN HLD. A -,001",Frankfurt (FWB),US04351N1063,EUR,Germany
8VK.F,QD LASER INC.,Frankfurt (FWB),JP3244720003,EUR,Germany
8VP1.F,AVRICORE HEALTH INC.,Frankfurt (FWB),CA0545211090,EUR,Germany
8VR.F,TOKYO ELECTRON DEVICE LTD,Frankfurt (FWB),JP3571600000,EUR,Germany
8VT.F,VALHALLA METALS INC.,Frankfurt (FWB),CA91914U2065,EUR,Germany
8W3.F,COFFEE STAIN GRP B O.N.,Frankfurt (FWB),SE0026599557,EUR,Germany
8W4.F,BR IN.+GR.TM TR,Frankfurt (FWB),US09260Q1085,EUR,Germany
8W50.F,VIDHANCE AB          O.N.,Frankfurt (FWB),SE0021309937,EUR,Germany
8W80.F,SMARTBIRD INC. CL.A,Frankfurt (FWB),US01675A2087,EUR,Germany
8WC.F,NISSHIN OILLIO GRP,Frankfurt (FWB),JP3677200002,EUR,Germany
8WF.F,"JACKSON FNCL CL.A  DL-,10",Frankfurt (FWB),US46817M1071,EUR,Germany
8WG.F,CATER. INTL SVCS-CISINH.,Frankfurt (FWB),FR0000064446,EUR,Germany
8WJ.F,MAMMOTH MINERALS LTD.,Frankfurt (FWB),AU0000411837,EUR,Germany
8WK.F,ABERA BIOSCIENCE AB,Frankfurt (FWB),SE0015245097,EUR,Germany
8WN.F,NS UTD KAIUN KAISHA LTD.,Frankfurt (FWB),JP3385000009,EUR,Germany
8WO.F,TURA GROUP AB,Frankfurt (FWB),SE0017083355,EUR,Germany
8WP.F,BEYOND FRAMES ENTMT AB,Frankfurt (FWB),SE0011614965,EUR,Germany
8WQ.F,"MIRRIAD ADVERT. LS-,00001",Frankfurt (FWB),GB00BF52QY14,EUR,Germany
8WR.F,"INVIB.ADV. N.V. EO 1,3087",Frankfurt (FWB),BE0974299316,EUR,Germany
8WS.F,BIO PLANET S.A.      ZY 1,Frankfurt (FWB),PLBIOPL00013,EUR,Germany
8WT.F,"FRONTIER IP GR.PLC LS-,10",Frankfurt (FWB),GB00B63PS212,EUR,Germany
8WU.F,RIVERNTH/DB.STR.OPP.PRF.A,Frankfurt (FWB),US76882G2066,EUR,Germany
8WY.F,WYNN MACAU LTD,Frankfurt (FWB),KYG981491007,EUR,Germany
8WY0.F,WYNN MACAU LTD ADR/10,Frankfurt (FWB),US98313R1068,EUR,Germany
8WZ.F,D-MARKET E.S.+T.SP.ADR/1B,Frankfurt (FWB),US23292B1044,EUR,Germany
8X00.F,PALISADE METALS LTD.,Frankfurt (FWB),AU0000485658,EUR,Germany
8X9.F,ALMADEX MINERALS LTD.,Frankfurt (FWB),CA02028L1076,EUR,Germany
8XA.F,ACTIC GROUP AB CLA,Frankfurt (FWB),SE0009269467,EUR,Germany
8XC0.F,UNITI GROUP INC.  O.N.,Frankfurt (FWB),US9129321009,EUR,Germany
8XD.F,GEVELOT S.A. INH.   EO 35,Frankfurt (FWB),FR0000033888,EUR,Germany
8XL.F,GRAINES VOLTZ INH. EO 1,Frankfurt (FWB),FR0000065971,EUR,Germany
8XP.F,"XPENG INC. CL.A DL-,00001",Frankfurt (FWB),KYG982AW1003,EUR,Germany
8XPA.F,XPENG INC. SP.ADS/2 CL.A,Frankfurt (FWB),US98422D1054,EUR,Germany
8XT.F,"NEXCOM A/S     DK -,50",Frankfurt (FWB),DK0061417144,EUR,Germany
8XW.F,"BRIDGEPOINT AD.LS -,00005",Frankfurt (FWB),GB00BND88V85,EUR,Germany
8XY.F,"EXCELLENCE S.A.   ZY -,10",Frankfurt (FWB),PLEXCLN00016,EUR,Germany
8Y1.F,AXOLOT SOLUTIONS HOLDING,Frankfurt (FWB),SE0009414303,EUR,Germany
8Y2.F,"OCTOPUS TITAN VCT LS-,001",Frankfurt (FWB),GB00B28V9347,EUR,Germany
8Y6.F,"WILDCAT GOLD  LS -,000028",Frankfurt (FWB),GB00BMQC7357,EUR,Germany
8Y9.F,"CATENON SA INH.    EO-,02",Frankfurt (FWB),ES0112320009,EUR,Germany
8YA.F,CORP.AMER.AIRP. S.A DL 1,Frankfurt (FWB),LU1756447840,EUR,Germany
8YD.F,MAGNA MINING INC.,Frankfurt (FWB),CA55925F1027,EUR,Germany
8YF.F,CIZZLE BRANDS CORP. O.N.,Frankfurt (FWB),CA17888V1022,EUR,Germany
8YG.F,"SEASCAPE EN.ASIA   LS-,10",Frankfurt (FWB),GB00BKFW2482,EUR,Germany
8YK.F,"EXEL INDS S.A. A   EO 2,5",Frankfurt (FWB),FR0004527638,EUR,Germany
8YM.F,INTELLIGENT MONITOR. GRP.,Frankfurt (FWB),AU0000199713,EUR,Germany
8YN.F,CURRENCY EXCH.INTL,Frankfurt (FWB),US23131B3078,EUR,Germany
8YO.F,HORIZON ROBOTICS CL.B,Frankfurt (FWB),KYG4602S1057,EUR,Germany
8YO0.F,HORIZON ROBOTICS SDR,Frankfurt (FWB),SGXE49383057,EUR,Germany
8YW.F,"HERIGE S.A.    IN.EO 1,50",Frankfurt (FWB),FR0000066540,EUR,Germany
8YX.F,"MUNAR             ZY -,10",Frankfurt (FWB),PLSITE000013,EUR,Germany
8YY.F,"CORO ENERGY PLC  LS-,01",Frankfurt (FWB),GB00BPSRYZ03,EUR,Germany
8Z1.F,PHARMAESSENT.GDR RS TA 10,Frankfurt (FWB),US7169722037,EUR,Germany
8Z3.F,TINYBUILD REGSCAT3 DL-001,Frankfurt (FWB),USU8884H1033,EUR,Germany
8Z4.F,VOYAGEURS DU MONDE   EO 1,Frankfurt (FWB),FR0004045847,EUR,Germany
8Z50.F,ZHEJIANG HUAYOU COB.GDR/A,Frankfurt (FWB),US98955Q1013,EUR,Germany
8ZD.F,"ABBISKO CAYMAN  DL-,00001",Frankfurt (FWB),KYG0028A1085,EUR,Germany
8ZI.F,SCAND.TOBACCO GROUP DK 1,Frankfurt (FWB),DK0060696300,EUR,Germany
8ZN.F,JD HEALTH INTL LTD,Frankfurt (FWB),KYG5074A1004,EUR,Germany
8ZN1.F,JD HEALTH I. UNSP.ADRS/1,Frankfurt (FWB),US47216G1058,EUR,Germany
8ZQ.F,"FERROVIAL N.V. EO-,01",Frankfurt (FWB),NL0015001FS8,EUR,Germany
8ZR.F,CORE SILVER CORP. O.N.,Frankfurt (FWB),CA21873Y1051,EUR,Germany
8ZS.F,MER.GOL.RES.TBK.PT. RP150,Frankfurt (FWB),ID1000211600,EUR,Germany
8ZS0.F,MERDEKA GOLD RES. O.N.,Frankfurt (FWB),US5889221124,EUR,Germany
8ZU.F,ANTIN INFRASTR.PRT EO 1,Frankfurt (FWB),FR0014005AL0,EUR,Germany
8ZZ.F,STALEXPORT AUTOSTRAD.,Frankfurt (FWB),PLSTLEX00019,EUR,Germany
901.F,REKLAIM LTD.,Frankfurt (FWB),CA7594021007,EUR,Germany
902.F,"ALEFARM BREWING DK-,05",Frankfurt (FWB),DK0061407699,EUR,Germany
905.F,"IMPERO A/S        DK -,10",Frankfurt (FWB),DK0061536828,EUR,Germany
