symbol,FullName,Exchange,ISIN,Currency,Country
AMP.L,AMPHION INNOVATIONS PLC,LSE AIM,GB00B0DJNP99,GBP,United Kingdom
AMPH.L,AGGREGATED MICRO POWER HLDGS PLC,LSE AIM,GB00BC4F3V69,GBP,United Kingdom
AMS.L,ADVANCED MEDICAL SOLUTIONS GROUP,LSE AIM,GB0004536594,GBP,United Kingdom
AMYT.L,AMRYT PHARMA PLC,LSE AIM,GB00BDD1LS57,GBP,United Kingdom
AN.L,ALTERNATIVE NETWORKS,LSE AIM,GB00B05KXX82,GBP,United Kingdom
ANA.L,ANA HLDGS INC,LSE,JP3429800000,GBP,United Kingdom
ANCR.L,ANIMALCARE GROUP PLC,LSE AIM,GB0032350695,GBP,United Kingdom
ANP.L,ANPARIO PLC,LSE AIM,GB00B3NWT178,GBP,United Kingdom
ANR.L,ALTONA ENERGY PLC,LSE AIM,GB00B06GJT32,GBP,United Kingdom
ANTO.L,ANTOFAGASTA,LSE,GB0000456144,GBP,United Kingdom
ANW.L,ABERDEEN NEW THAI INVESTMENT TRUST,LSE,GB0000059971,GBP,United Kingdom
AO.L,AO WORLD PLC,LSE,GB00BJTNFH41,GBP,United Kingdom
AOF.L,AFRICA OPPORTUNITY FUND LTD,LSE,KYG012921048,GBP,United Kingdom
AOFC.L,AFRICA OPPORTUNITY FUND LTD,LSE,KYG012921121,GBP,United Kingdom
AOR.L,AORTECH INTERNATIONAL,LSE AIM,GB0033360586,GBP,United Kingdom
APAX.L,APAX GLOBAL ALPHA LTD,LSE,GG00BWWYMV85,GBP,United Kingdom
APC.L,APC TECHNOLOGY GROUP PLC,LSE AIM,GB0000373984,GBP,United Kingdom
APEF.L,ABERDEEN PRIVATE EQUITY FUND LTD,LSE,GG00B1XCHB94,GBP,United Kingdom
APF.L,ANGLO PACIFIC GROUP,LSE,GB0006449366,GBP,United Kingdom
APGN.L,APPLEGREEN PLC,LSE AIM,IE00BXC8D038,GBP,United Kingdom
APH.L,ALLIANCE PHARMA,LSE AIM,GB0031030819,GBP,United Kingdom
APOD.L,ARAB POTASH CO,LSE,US0384602001,GBP,United Kingdom
APQ.L,APQ GLOBAL LTD,LSE AIM,GG00BZ6VP173,GBP,United Kingdom
APT.L,AXA PROPERTY TRUST,LSE,GG00BD5J7902,GBP,United Kingdom
AQSG.L,AQUILA SERVICES GROUP PLC,LSE,GB00BPYP3Q26,GBP,United Kingdom
ARBB.L,ARBUTHNOT BANKING GROUP PLC,LSE AIM,GB0007922338,GBP,United Kingdom
ARC.L,ARCONTECH GROUP PLC,LSE AIM,GB0003353371,GBP,United Kingdom
ARDN.L,ARDEN PARTNERS PLC,LSE AIM,GB00B15CTY44,GBP,United Kingdom
ARG.L,ARGOS RESOURCES LTD,LSE AIM,FK0114538241,GBP,United Kingdom
ARGO.L,ARGO GROUP LTD,LSE AIM,IM00B2RDSS92,GBP,United Kingdom
ARGP.L,ALPHA RETURNS GRP PLC,LSE AIM,GB00B7FD9168,GBP,United Kingdom
ARL.L,ATLANTIS RESOURCES LTD,LSE AIM,SG9999011118,GBP,United Kingdom
ARO.L,ARRICANO REAL ESTATE PLC,LSE AIM,CY0102941610,GBP,United Kingdom
ARR.L,AURORA INVESTMENT TRUST,LSE,GB0000633262,GBP,United Kingdom
ARS.L,ASIAMET RESOURCES LTD,LSE AIM,BM04521V1038,GBP,United Kingdom
ARTA.L,ARTILIUM PLC,LSE AIM,GB00B1L7NQ30,GBP,United Kingdom
ARTL.L,ALPHA REAL TRUST LTD,LSE,GB00B13VDP26,GBP,United Kingdom
ARW.L,ARROW GLOBAL GRP PLC,LSE,GB00BDGTXM47,GBP,United Kingdom
ASA.L,ASA RESOURCE GROUP PLC,LSE AIM,GB00B0GN3470,GBP,United Kingdom
ASBE.L,ASSOCIATED BRITISH ENGINEERING,LSE,GB0007395642,GBP,United Kingdom
ASC.L,ASOS,LSE AIM,GB0030927254,GBP,United Kingdom
ASCI.L,ABERDEEN SMALLER COS INC TST PLC,LSE,GB0008063728,GBP,United Kingdom
ASCL.L,ASCENTIAL PLC,LSE,GB00BYM8GJ06,GBP,United Kingdom
ASH.L,ASHLEY HOUSE PLC,LSE AIM,GB00B1KKCZ55,GBP,United Kingdom
ASHM.L,ASHMORE GROUP PLC,LSE,GB00B132NW22,GBP,United Kingdom
ASL.L,ABERFORTH SMALLER COMPANIES TRUST,LSE,GB0000066554,GBP,United Kingdom
ASPL.L,ASEANA PROPERTIES LTD,LSE,JE00B1RZDJ41,GBP,United Kingdom
AST.L,ASCENT RESOURCES,LSE AIM,GB00BZ16J374,GBP,United Kingdom
ASTO.L,ASSETCO PLC,LSE AIM,GB00B42VYZ16,GBP,United Kingdom
ASY.L,ANDREWS SYKES GROUP,LSE AIM,GB0002684552,GBP,United Kingdom
AT2.L,AMATI VCT 2 PLC,LSE,GB00B641BB82,GBP,United Kingdom
ATAD.L,TATNEFT PJSC,LSE,US8766292051,GBP,United Kingdom
ATI.L,AMATI VCT PLC,LSE,GB00B05N8X20,GBP,United Kingdom
ATK.L,ATKINS(WS),LSE,GB0000608009,GBP,United Kingdom
ATMA.L,ATLAS MARA LTD,LSE,VGG0697K1066,GBP,United Kingdom
ATMW.L,ATLAS MARA LTD,LSE,VGG0697K1140,GBP,United Kingdom
ATQT.L,ATTRAQT GROUP PLC,LSE AIM,GB00BMJJFZ18,GBP,United Kingdom
ATR.L,ASIAN TOTAL RETURN INVEST CO PLC,LSE,GB0008710799,GBP,United Kingdom
ATS.L,ARTEMIS ALPHA TRUST,LSE,GB0004355946,GBP,United Kingdom
ATSS.L,ARTEMIS ALPHA TRUST,LSE,GB00B5SLGR82,GBP,United Kingdom
ATST.L,ALLIANCE TRUST,LSE,GB00B11V7W98,GBP,United Kingdom
ATT.L,ALLIANZ TECHNOLOGY TRUST PLC,LSE,GB0003390720,GBP,United Kingdom
ATY.L,ATHELNEY TRUST,LSE,GB0000609296,GBP,United Kingdom
ATYM.L,ATALAYA MINING PLC,LSE AIM,CY0106002112,GBP,United Kingdom
AUCT.L,AUCTUS GROWTH PLC,LSE,GB00BNGMVP25,GBP,United Kingdom
AUE.L,AUREUS MINING INC,LSE AIM,CA0515471070,GBP,United Kingdom
AUG.L,AUGEAN,LSE AIM,GB00B02H2F76,GBP,United Kingdom
AUK.L,AUKETT SWANKE GROUP PLC,LSE AIM,GB0000617950,GBP,United Kingdom
AUKT.L,ABERDEEN UK TRACKER TRUST PLC,LSE,GB0005596985,GBP,United Kingdom
AUR.L,AURUM MINING,LSE AIM,GB00B00T3528,GBP,United Kingdom
AUTG.L,AUTINS GROUP PLC,LSE AIM,GB00BD37ZH08,GBP,United Kingdom
AUTO.L,AUTO TRADER GROUP PLC,LSE,GB00BVYVFW23,GBP,United Kingdom
AV.L,AVIVA,LSE,GB0002162385,GBP,United Kingdom
AVA.L,AVIVA,LSE,GB0002124963,GBP,United Kingdom
AVAP.L,AVATION PLC,LSE,GB00B196F554,GBP,United Kingdom
AVB.L,AVIVA,LSE,GB0002114154,GBP,United Kingdom
AVCT.L,AVACTA GROUP PLC,LSE AIM,GB00BYYW9G87,GBP,United Kingdom
AVG.L,AVINGTRANS PLC,LSE AIM,GB0009188797,GBP,United Kingdom
AVGR.L,AVANGARDCO INVESTMENTS PUBLIC LTD,LSE,US05349V2097,GBP,United Kingdom
AVM.L,AVOCET MINING,LSE,GB00BZBVR613,GBP,United Kingdom
AVN.L,AVANTI COMMUNICATIONS GROUP PLC,LSE AIM,GB00B1VCNQ84,GBP,United Kingdom
AVO.L,ADVANCED ONCOTHERAPY PLC,LSE AIM,GB00BD6SX109,GBP,United Kingdom
AVON.L,AVON RUBBER,LSE,GB0000667013,GBP,United Kingdom
AVR.L,AVARAE GLOBAL COINS PLC,LSE AIM,GB00B137SQ61,GBP,United Kingdom
AVS.L,AVESCO GROUP PLC,LSE AIM,GB0000653229,GBP,United Kingdom
AVV.L,AVEVA GROUP,LSE,GB00BBG9VN75,GBP,United Kingdom
AXI.L,AXIOM EUROPEAN FINCL DEBT FUND LTD,LSE,GG00BTC2K735,GBP,United Kingdom
AXM.L,ALEXANDER MINING,LSE AIM,GB00B06K1665,GBP,United Kingdom
AXS.L,ACCSYS TECHNOLOGIES,LSE AIM,GB00BQQFX454,GBP,United Kingdom
AYM.L,ANGLESEY MINING,LSE,GB0000320472,GBP,United Kingdom
AZN.L,ASTRAZENECA PLC,LSE,GB0009895292,GBP,United Kingdom
BA.L,BAE SYSTEMS,LSE,GB0002634946,GBP,United Kingdom
BA05.L,MORGAN ADVANCED MATERIALS PLC,LSE,GB0006026446,GBP,United Kingdom
BA29.L,MORGAN ADVANCED MATERIALS PLC,LSE,GB0006026669,GBP,United Kingdom
BA45.L,BRITISH LAND CO PLC,LSE,GB0001367126,GBP,United Kingdom
BA47.L,CITY OF LONDON INVESTMENT TRUST,LSE,GB0001990059,GBP,United Kingdom
BA68.L,BRITISH LAND CO PLC,LSE,GB0001368538,GBP,United Kingdom
BA69.L,CITY OF LONDON INVESTMENT TRUST,LSE,GB0001990612,GBP,United Kingdom
BA80.L,FULLER SMITH & TURNER,LSE,GB0002538154,GBP,United Kingdom
BA88.L,BANKERS INVESTMENT TRUST,LSE,GB0000871771,GBP,United Kingdom
BAB.L,BABCOCK INTL GROUP PLC,LSE,GB0009697037,GBP,United Kingdom
BAC.L,BANK OF AMERICA CORP,LSE,US0605051046,GBP,United Kingdom
BACT.L,BACIT LTD,LSE,GG00B8P59C08,GBP,United Kingdom
BAF.L,BRITISH & AMERICAN INVESTMENT TRUST,LSE,GB0000653112,GBP,United Kingdom
BAG.L,BARR(A.G.),LSE,GB00B6XZKY75,GBP,United Kingdom
BAGR.L,BAGIR GRP LTD,LSE AIM,IL0011317216,GBP,United Kingdom
BARC.L,BARCLAYS PLC,LSE,GB0031348658,GBP,United Kingdom
BATS.L,BRITISH AMERICAN TOBACCO,LSE,GB0002875804,GBP,United Kingdom
BAV.L,BARONSMEAD VCT 5 PLC,LSE,GB00B0YZHK97,GBP,United Kingdom
BB08.L,SANTANDER UK PLC,LSE,XS0060837068,GBP,United Kingdom
BB21.L,SANCTUARY HOUSING,LSE,GB0007747149,GBP,United Kingdom
BB26.L,GUINNESS PARTNERSHIP(THE)LD,LSE,GB0001854792,GBP,United Kingdom
BB34.L,SANTANDER UK PLC,LSE,GB0000272145,GBP,United Kingdom
BB38.L,CITY SITE ESTATES,LSE,GB0002002193,GBP,United Kingdom
BB90.L,LEWIS(JOHN),LSE,GB0005140404,GBP,United Kingdom
BBA.L,BBA AVIATION PLC,LSE,GB00B1FP8915,GBP,United Kingdom
BBGI.L,BBGI SICAV SA,LSE,LU0686550053,GBP,United Kingdom
BBOX.L,TRITAX BIG BOX REIT PLC,LSE,GB00BG49KP99,GBP,United Kingdom
BBSN.L,BRAVE BISON GROUP PLC,LSE AIM,GB00BF8HJ774,GBP,United Kingdom
BBY.L,BALFOUR BEATTY,LSE,GB0000961622,GBP,United Kingdom
BBYB.L,BALFOUR BEATTY,LSE,GB0000978204,GBP,United Kingdom
BC12.L,BETTER CAPITAL PCC LD,LSE,GG00B4N1RV71,GBP,United Kingdom
BC24.L,ASHPOL,LSE,GB0000201946,GBP,United Kingdom
BC32.L,LEWIS(JOHN),LSE,GB0005140628,GBP,United Kingdom
BC35.L,ROYAL BANK OF SCOTLAND GROUP PLC,LSE,GB0007611147,GBP,United Kingdom
BC87.L,CANADIAN PACIFIC RAILWAYS,LSE,CA136447AX71,GBP,United Kingdom
BC88.L,CHEMRING GROUP,LSE,GB0001904845,GBP,United Kingdom
BC94.L,SAMSUNG ELECTRONICS CO,LSE,US7960508882,GBP,United Kingdom
BCA.L,BCA MARKETPLACE PLC,LSE,GB00BP0S1D85,GBP,United Kingdom
BCAP.L,BETTER CAPITAL PCC LD,LSE,GG00B5885941,GBP,United Kingdom
BCGR.L,BLUE CAPITAL GLOBAL REINSURANCE FD,LSE,BMG1189R1043,GBP,United Kingdom
BCN.L,BACANORA MINERALS LTD,LSE AIM,CA05634Q1054,GBP,United Kingdom
BCRE.L,BCRE BRACK CAPITAL REAL EST INV NV,LSE,NL0010763611,GBP,United Kingdom
BD15.L,TATE & LYLE,LSE,GB0008754466,GBP,United Kingdom
BD22.L,MAJEDIE INVESTMENTS,LSE,GB0006733058,GBP,United Kingdom
BD32.L,LEWIS(JOHN)PARTNERSHIP,LSE,GB0005141691,GBP,United Kingdom
BD45.L,LEWIS(JOHN)PARTNERSHIP,LSE,GB0005141816,GBP,United Kingdom
BD46.L,LOW & BONAR PLC,LSE,GB0005363238,GBP,United Kingdom
BD70.L,LOW & BONAR PLC,LSE,GB0005363451,GBP,United Kingdom
BD71.L,NEC FINANCE,LSE,GB0006185440,GBP,United Kingdom
BD78.L,SCOTTISH MORTGAGE INVESTMENT TST,LSE,GB0002360989,GBP,United Kingdom
BD82.L,BOOT(HENRY),LSE,GB0001111284,GBP,United Kingdom
BD84.L,CORUS FINANCE,LSE,GB0001411817,GBP,United Kingdom
BD90.L,LOW & BONAR PLC,LSE,GB0005363675,GBP,United Kingdom
BD92.L,NEC FINANCE,LSE,GB0006185556,GBP,United Kingdom
BD96.L,BLACKROCK SMALLER COMPANIES TST PLC,LSE,GB0000545466,GBP,United Kingdom
BDEV.L,BARRATT DEVELOPMENTS PLC,LSE,GB0000811801,GBP,United Kingdom
BDI.L,BOND INTERNATIONAL SOFTWARE,LSE AIM,GB0002369352,GBP,United Kingdom
BEE.L,BARING EMERGING EUROPE PLC,LSE,GB0032273343,GBP,United Kingdom
BEEP.L,BLACKROCK EMERGING EUROPE PLC,LSE,GB00B0BN1P96,GBP,United Kingdom
BEG.L,BEGBIES TRAYNOR GROUP PLC,LSE AIM,GB00B0305S97,GBP,United Kingdom
BEM.L,BEOWULF MINING,LSE AIM,GB0033163287,GBP,United Kingdom
BEST.L,BEST OF THE BEST PLC,LSE AIM,GB00B16S3505,GBP,United Kingdom
BEZ.L,BEAZLEY PLC,LSE,GB00BYQ0JC66,GBP,United Kingdom
BFA.L,BASF SE,LSE,DE000BASF111,GBP,United Kingdom
BG04.L,OOREDOO QSC,LSE,US6834201039,GBP,United Kingdom
BG79.L,EFG HERMES HLDGS,LSE,US2684253030,GBP,United Kingdom
BGEO.L,BGEO GROUP PLC,LSE,GB00B759CR16,GBP,United Kingdom
BGFD.L,BAILLIE GIFFORD JAPAN TRUST,LSE,GB0000485838,GBP,United Kingdom
BGHL.L,BOUSSARD & GAVAUDAN HOLDING,LSE,GG00B1FQG453,GBP,United Kingdom
BGHS.L,BOUSSARD & GAVAUDAN HOLDING,LSE,GG00B39VMM07,GBP,United Kingdom
BGLF.L,BLACKSTONE / GSO LOAN FINANCING LTD,LSE,JE00BNCB5T53,GBP,United Kingdom
BGO.L,BANGO,LSE AIM,GB00B0BRN552,GBP,United Kingdom
BGS.L,BAILLIE GIFFORD SHIN NIPPON,LSE,GB0000706274,GBP,United Kingdom
BHGG.L,BH GLOBAL LTD,LSE,GG00B2QQPT96,GBP,United Kingdom
BHGU.L,BH GLOBAL LTD,LSE,GG00B2QQPS89,GBP,United Kingdom
BHME.L,BH MACRO LTD,LSE,GG00B1NPGZ52,GBP,United Kingdom
BHMG.L,BH MACRO LTD,LSE,GG00B1NP5142,GBP,United Kingdom
BHMU.L,BH MACRO LTD,LSE,GG00B1NPGV15,GBP,United Kingdom
BHRD.L,BE HEARD GROUP PLC,LSE AIM,GB00BT6SJV45,GBP,United Kingdom
BHY.L,BOOT(HENRY),LSE,GB0001110096,GBP,United Kingdom
BILB.L,BILBY PLC,LSE AIM,GB00BV9GHQ09,GBP,United Kingdom
BILL.L,BILLING SERVICES GROUP,LSE AIM,BMG110261044,GBP,United Kingdom
BILN.L,BILLINGTON HLDGS PLC,LSE AIM,GB0000332667,GBP,United Kingdom
BIND.L,BANQUE INTL ARABE DE TUNISIE,LSE,US06675A2078,GBP,United Kingdom
BIOG.L,BIOTECH GROWTH TRUST PLC (THE),LSE,GB0000385517,GBP,United Kingdom
BIOM.L,BIOME TECHNOLOGIES PLC,LSE AIM,GB00B9Z1M820,GBP,United Kingdom
BISI.L,BISICHI MINING,LSE,GB0001012045,GBP,United Kingdom
BIST.L,BLACKROCK INCOME STRATEGIES TR PLC,LSE,GB0001297562,GBP,United Kingdom
BJU.L,BRAINJUICER GROUP PLC,LSE AIM,GB00B1GVQH21,GBP,United Kingdom
BKG.L,BERKELEY GROUP HLDGS,LSE,GB00B02L3W35,GBP,United Kingdom
BKIC.L,BANK OF IRELAND(GOVERNOR & CO OF),LSE,IE0000730808,GBP,United Kingdom
BKIE.L,BANK OF IRELAND(GOVERNOR & CO OF),LSE,IE0000730790,GBP,United Kingdom
BKIR.L,BANK OF IRELAND(GOVERNOR & CO OF),LSE,IE0030606259,GBP,United Kingdom
BKM.L,BANK MUSCAT,LSE,US0637462005,GBP,United Kingdom
BKMA.L,BANK MUSCAT,LSE,US0637461015,GBP,United Kingdom
BKY.L,BERKELEY ENERGIA LTD,LSE AIM,AU000000BKY0,GBP,United Kingdom
BL15.L,ROYAL BANK OF SCOTLAND GROUP PLC,LSE,GB0007610958,GBP,United Kingdom
BL85.L,ROYAL BANK OF SCOTLAND GROUP PLC,LSE,GB0007611030,GBP,United Kingdom
BLEY.L,BAILEY(C.H.),LSE AIM,GB00B6SCF932,GBP,United Kingdom
BLND.L,BRITISH LAND CO PLC,LSE,GB0001367019,GBP,United Kingdom
BLP.L,BLUE PLANET INVESTMENT TR PLC,LSE,GB0005327076,GBP,United Kingdom
BLT.L,BHP BILLITON PLC,LSE,GB0000566504,GBP,United Kingdom
BLTG.L,BLANCCO TECHNOLOGY GROUP PLC,LSE AIM,GB00B06GNN57,GBP,United Kingdom
BLU.L,BLUE STAR CAPITAL PLC,LSE AIM,GB00B02SSZ25,GBP,United Kingdom
BLUR.L,BLUR GROUP PLC,LSE AIM,GB00B8DX2616,GBP,United Kingdom
BLV.L,BELVOIR LETTINGS PLC,LSE AIM,GB00B4QY1P51,GBP,United Kingdom
BLVN.L,BOWLEVEN,LSE AIM,GB00B04PYL99,GBP,United Kingdom
BMD.L,BARONSMEAD SECOND VENTURE TRUST PLC,LSE,GB0030028103,GBP,United Kingdom
BME.L,B & M EUROPEAN VALUE RETAIL SA,LSE,LU1072616219,GBP,United Kingdom
BMED.L,BANQUE MAROCAINE DU COMM EXTERIEUR,LSE,US06674P2056,GBP,United Kingdom
BMK.L,BENCHMARK HLDGS PLC,LSE AIM,GB00BGHPT808,GBP,United Kingdom
BMN.L,BUSHVELD MINERALS LTD,LSE AIM,GG00B4TM3943,GBP,United Kingdom
BMR.L,BMR GROUP PLC,LSE AIM,GB00BWV0F181,GBP,United Kingdom
BMS.L,BRAEMAR SHIPPING SERVICES PLC,LSE,GB0000600931,GBP,United Kingdom
BMT.L,BRAIME(T.F.& J.H.)(HLDGS),LSE AIM,GB0001185270,GBP,United Kingdom
BMTO.L,BRAIME(T.F.& J.H.)(HLDGS),LSE AIM,GB0001185056,GBP,United Kingdom
BMV.L,BLUEBIRD MERCHANT VENTURES LTD,LSE,VGG118701058,GBP,United Kingdom
BMY.L,BLOOMSBURY PUBLISHING,LSE,GB0033147751,GBP,United Kingdom
BNC.L,BANCO SANTANDER SA,LSE,ES0113900J37,GBP,United Kingdom
BNK.L,BANKERS PETROLEUM LTD,LSE AIM,CA0662863038,GBP,United Kingdom
BNKR.L,BANKERS INVESTMENT TRUST,LSE,GB0000767003,GBP,United Kingdom
BNR.L,BLENHEIM NATURAL RESOURCES PLC,LSE AIM,GB00BYQ5L258,GBP,United Kingdom
BNZL.L,BUNZL,LSE,GB00B0744B38,GBP,United Kingdom
BOD.L,BOTSWANA DIAMONDS PLC,LSE AIM,GB00B5TFC825,GBP,United Kingdom
BOE.L,BOEING CO,LSE,US0970231058,GBP,United Kingdom
BOIL.L,BARON OIL PLC,LSE AIM,GB00B01QGH57,GBP,United Kingdom
BOK.L,BOOKER GROUP PLC,LSE,GB00B01TND91,GBP,United Kingdom
BON.L,BONMARCHE HLDGS PLC,LSE,GB00BF8H6F45,GBP,United Kingdom
BOO.L,BOOHOO.COM PLC,LSE AIM,JE00BG6L7297,GBP,United Kingdom
BOOM.L,AUDIOBOOM GRP PLC,LSE AIM,JE00B5NFKB77,GBP,United Kingdom
BOR.L,BORDERS & SOUTHERN PETROLEUM,LSE AIM,GB00B08F4599,GBP,United Kingdom
BOS.L,BOS GLOBAL HLDGS NL,LSE AIM,AU000XINEAC2,GBP,United Kingdom
BOX.L,BOXHILL TECHNOLOGIES PLC,LSE AIM,GB00B1DWH640,GBP,United Kingdom
BOY.L,BODYCOTE PLC,LSE,GB00B3FLWH99,GBP,United Kingdom
BP.L,BP,LSE,GB0007980591,GBP,United Kingdom
BPA.L,BP,LSE,GB0001385250,GBP,United Kingdom
BPB.L,BP,LSE,GB0001385474,GBP,United Kingdom
BPC.L,BAHAMAS PETROLEUM COMPANY PLC,LSE AIM,IM00B3NTV894,GBP,United Kingdom
BPFU.L,BLUE PLANET FIN GRWTH&INC INV TST,LSE,GB00B1B9C408,GBP,United Kingdom
BPKD.L,BANK PEKAO SA,LSE,US0644512065,GBP,United Kingdom
BPM.L,B.P.MARSH & PARTNERS,LSE AIM,GB00B0XLRJ79,GBP,United Kingdom
BQ30.L,SOLIDERE,LSE,US5223861015,GBP,United Kingdom
BQAD.L,BANK AUDI S.A.L.,LSE,US0605721127,GBP,United Kingdom
BQE.L,BIOQUELL,LSE,GB0004992003,GBP,United Kingdom
BRAM.L,BRAMMER,LSE,GB0001195089,GBP,United Kingdom
BRBY.L,BURBERRY GROUP,LSE,GB0031743007,GBP,United Kingdom
BRCI.L,BLACKROCK COMMODITIES INC INV TST,LSE,GB00B0N8MF98,GBP,United Kingdom
BRD.L,BLUEROCK DIAMONDS PLC,LSE AIM,GB00B84H1764,GBP,United Kingdom
BREE.L,BREEDON GROUP PLC,LSE AIM,JE00B2419D89,GBP,United Kingdom
BREM.L,BRITISH EMPIRE TRUST PLC,LSE,GB0001335867,GBP,United Kingdom
BRFI.L,BLACKROCK FRONTIERS INVESTMENT TST,LSE,GB00B3SXM832,GBP,United Kingdom
BRGE.L,BLACKROCK GREATER EUROPE INV TST,LSE,GB00B01RDH75,GBP,United Kingdom
BRH.L,BRAVEHEART INVESTMENT GROUP,LSE AIM,GB00B13XV322,GBP,United Kingdom
BRIG.L,BLACKROCK INCOME & GROWTH INV TRUST,LSE,GB0030961691,GBP,United Kingdom
BRK.L,BROOKS MACDONALD GROUP,LSE AIM,GB00B067N833,GBP,United Kingdom
BRLA.L,BLACKROCK LATIN AMERICAN INV TRUST,LSE,GB0005058408,GBP,United Kingdom
BRNA.L,BLACKROCK NORTH AMERICAN INC TR PLC,LSE,GB00B7W0XJ61,GBP,United Kingdom
BRSC.L,BLACKROCK SMALLER COMPANIES TST PLC,LSE,GB0006436108,GBP,United Kingdom
BRSN.L,BERENDSEN PLC,LSE,GB00B0F99717,GBP,United Kingdom
BRW.L,BREWIN DOLPHIN HLDGS,LSE,GB0001765816,GBP,United Kingdom
BRWM.L,BLACKROCK WORLD MINING TRUST PLC,LSE,GB0005774855,GBP,United Kingdom
BRY.L,BRADY,LSE AIM,GB00B0188P35,GBP,United Kingdom
BSC.L,BRITISH SMALLER COMPANIES VCT2 PLC,LSE,GB0005001796,GBP,United Kingdom
BSD.L,B.S.D CROWN LTD,LSE,IL0010830219,GBP,United Kingdom
BSE.L,BASE RESOURCES LTD,LSE AIM,AU000000BSE5,GBP,United Kingdom
BSIF.L,BLUEFIELD SOLAR INCOME FUND LTD,LSE,GG00BB0RDB98,GBP,United Kingdom
BSRT.L,BAKER STEEL RESOURCES TRUST LTD,LSE,GG00B6686L20,GBP,United Kingdom
BSV.L,BRITISH SMALLER COMPANIES VCT,LSE,GB0001403152,GBP,United Kingdom
BTA.L,BT GROUP,LSE,GB0030913577,GBP,United Kingdom
BTEM.L,BRITISH EMPIRE TRUST PLC,LSE,GB0001335081,GBP,United Kingdom
BTG.L,BTG PLC,LSE,GB0001001592,GBP,United Kingdom
BUR.L,BURFORD CAPITAL LTD,LSE AIM,GG00B4L84979,GBP,United Kingdom
BUT.L,BRUNNER INVESTMENT TRUST,LSE,GB0001490001,GBP,United Kingdom
BVA.L,BANCO BILBAO VIZCAYA ARGENTARIA SA,LSE,ES0113211835,GBP,United Kingdom
BVC.L,BATM ADVANCED COMMUNICATIONS,LSE,IL0010849045,GBP,United Kingdom
BVIC.L,BRITVIC,LSE,GB00B0N8QD54,GBP,United Kingdom
BVS.L,BOVIS HOMES GROUP,LSE,GB0001859296,GBP,United Kingdom
BVT.L,BARONSMEAD VENTURE TRUST PLC,LSE,GB0002631934,GBP,United Kingdom
BVXP.L,BIOVENTIX PLC,LSE AIM,GB00B4QVDF07,GBP,United Kingdom
BWNG.L,BROWN(N.)GROUP,LSE,GB00B1P6ZR11,GBP,United Kingdom
BWO.L,BARLOWORLD,LSE,ZAE000026639,GBP,United Kingdom
BWRA.L,BRISTOL WATER,LSE,GB0001257988,GBP,United Kingdom
BWSA.L,BRISTOL & WEST PLC,LSE,GB0000510205,GBP,United Kingdom
BWY.L,BELLWAY,LSE,GB0000904986,GBP,United Kingdom
BXP.L,BEXIMCO PHARMACEUTICALS,LSE AIM,US0885792061,GBP,United Kingdom
BYB.L,BYBLOS BANK,LSE,US12431A1016,GBP,United Kingdom
BYG.L,BIG YELLOW GROUP,LSE,GB0002869419,GBP,United Kingdom
BYOT.L,BYOTROL PLC,LSE AIM,GB00B0999995,GBP,United Kingdom
BZM.L,BELLZONE MINING PLC,LSE AIM,JE00B3N0SJ29,GBP,United Kingdom
BZT.L,BEZANT RESOURCES PLC,LSE AIM,GB00B1CKQD97,GBP,United Kingdom
C21.L,21ST CENTURY TECHNOLOGY PLC,LSE AIM,GB0008866310,GBP,United Kingdom
C4XD.L,C4X DISCOVERY HLDG PLC,LSE AIM,GB00BQQ2RV18,GBP,United Kingdom
CAD.L,CADOGAN PETROLEUM,LSE,GB00B12WC938,GBP,United Kingdom
CAF.L,CHINA AFRICA RESOURCES PLC,LSE AIM,GB00B3ZW6Z85,GBP,United Kingdom
CAKE.L,PATISSERIE HOLDINGS PLC,LSE AIM,GB00BM4NV504,GBP,United Kingdom
CAL.L,CAPITAL & REGIONAL,LSE,GB0001741544,GBP,United Kingdom
CALL.L,CLOUDCALL GROUP PLC,LSE AIM,GB00B4XS5145,GBP,United Kingdom
CAM.L,CAMELLIA,LSE AIM,GB0001667087,GBP,United Kingdom
CAMB.L,CAMBRIA AUTOMOBILES PLC,LSE AIM,GB00B4R32X65,GBP,United Kingdom
CAML.L,CENTRAL ASIA METALS PLC,LSE AIM,GB00B67KBV28,GBP,United Kingdom
CAPC.L,CAPITAL & COUNTIES PROPERTIES PLC,LSE,GB00B62G9D36,GBP,United Kingdom
CAPD.L,CAPITAL DRILLING LTD,LSE,BMG022411000,GBP,United Kingdom
CAR.L,CARCLO,LSE,GB0001751915,GBP,United Kingdom
CARD.L,CARD FACTORY PLC,LSE,GB00BLY2F708,GBP,United Kingdom
CARR.L,CARR'S GROUP PLC,LSE,GB00BRK01058,GBP,United Kingdom
CAT.L,CATCO REINSURANCE OPPORTUNITIES FD,LSE,BMG1961Q2095,GBP,United Kingdom
CATC.L,CATCO REINSURANCE OPPORTUNITIES FD,LSE,BMG1961Q1428,GBP,United Kingdom
CAU.L,CENTAUR MEDIA,LSE,GB0034291418,GBP,United Kingdom
CAY.L,CHARLES STANLEY GROUP,LSE,GB0006556046,GBP,United Kingdom
CBG.L,CLOSE BROS GROUP,LSE,GB0007668071,GBP,United Kingdom
