symbol,FullName,Exchange,ISIN,Currency,Country
MLECE.PA,FAIFEY INVEST,Euronext Access Paris,ES0105553004,EUR,France
MLEDR.PA,EAUX DE ROYAN,Euronext Access Paris,FR0007200100,EUR,France
MLERH.PA,ELIX,Euronext Access Paris,ES0105726006,EUR,France
MLESV.PA,ES VEDRA,Euronext Access Paris,ES0105964003,EUR,France
MLEXP.PA,EXXITA BE CIRCULAR,Euronext Access Paris,ES0106046016,EUR,France
MLEXX.PA,EXXITA BE CIRCULAR,Euronext Access Paris,ES0106046008,EUR,France
MLFDV.PA,FD,Euronext Access Paris,FR0012300424,EUR,France
MLFIR.PA,FIRSTCAUTION,Euronext Access Paris,CH0120879058,EUR,France
MLFMV.LS,FARMINVESTE,Euronext Access Lisbon,PTFNV1AM0002,EUR,Portugal
MLFNP.PA,FNPTECHNOLOGIESSA,Euronext Access Paris,FR0013230067,EUR,France
MLFTI.PA,FRANCE TOURISME,Euronext Access Paris,FR0010823724,EUR,France
MLFXO.PA,FINAXO,Euronext Access Paris,FR0010487272,EUR,France
MLGAI.PA,G.A.I.,Euronext Access Paris,FR0000053415,EUR,France
MLGAL.PA,GALEO,Euronext Access Paris,FR0011100759,EUR,France
MLGEQ.PA,GENTLEMENS EQUITY,Euronext Access Paris,PTGVE1AM0017,EUR,France
MLGL.PA,GLASS TO POWER,Euronext Access Paris,IT0005613739,EUR,France
MLGNS.PA,GENESIS,Euronext Access Paris,ES0105807004,EUR,France
MLGRC.PA,GROUPE CARNIVOR,Euronext Access Paris,FR0000076960,EUR,France
MLGSH.LS,GAIASHOPPING - SIC,Euronext Access Lisbon,PTGHP0AM0005,EUR,Portugal
MLHA2.PA,HAY 2 SOCIMI,Euronext Access Paris,ES0106042007,EUR,France
MLHAY.PA,HEALTHCARE ACTIVOS,Euronext Access Paris,ES0105498002,EUR,France
MLHBB.PA,HOCHE BAINS L.BAIN,Euronext Access Paris,FR0000051302,EUR,France
MLHBP.PA,HOTELES BESTPRICE,Euronext Access Paris,ES0105664009,EUR,France
MLHCF.PA,HOME CONCEPT,Euronext Access Paris,FR0012336691,EUR,France
MLHIN.PA,HOTL.IMMOB.NICE,Euronext Access Paris,FR0006563904,EUR,France
MLHK.PA,HK,Euronext Access Paris,DE000A11Q133,EUR,France
MLHOT.PA,HOTELIM,Euronext Access Paris,FR0000053738,EUR,France
MLHPE.PA,HOPENING,Euronext Access Paris,FR0010312181,EUR,France
MLHYD.PA,HYDRAULIQUEHOLDING,Euronext Access Paris,FR0000064735,EUR,France
MLHYE.PA,HYDRO-EXPLOIT.,Euronext Access Paris,FR0005843125,EUR,France
MLIDS.PA,IDS,Euronext Access Paris,FR0000079691,EUR,France
MLIFC.PA,INFOCLIP,Euronext Access Paris,FR0011158823,EUR,France
MLIFS.PA,IMPULSE FITNESS,Euronext Access Paris,ES0105590006,EUR,France
MLIME.PA,IMEON ENERGY,Euronext Access Paris,FR001400QW73,EUR,France
MLIML.PA,IMALLIANCE,Euronext Access Paris,FR0010086371,EUR,France
MLIMP.PA,IMPRIMERIE CHIRAT,Euronext Access Paris,FR0000065773,EUR,France
MLINA.PA,INMOLECULE,Euronext Access Paris,ES0105908000,EUR,France
MLINM.PA,INMARK,Euronext Access Paris,ES0105511002,EUR,France
MLINT.PA,IANTE INVESTMENTS,Euronext Access Paris,ES0105479002,EUR,France
MLIPO.PA,IPOSA PROPERTIES,Euronext Access Paris,ES0105417002,EUR,France
MLIPP.PA,IMM.PARIS.PERLE,Euronext Access Paris,FR0006859039,EUR,France
MLIRF.PA,INNOVATIVE RFK SPA,Euronext Access Paris,IT0005391161,EUR,France
MLISP.PA,INMOSUPA,Euronext Access Paris,ES0105473005,EUR,France
MLITN.PA,ITALY INNOVAZIONI,Euronext Access Paris,IT0005336521,EUR,France
MLJDL.PA,RES GESTAE SOCIMI,Euronext Access Paris,ES0105550000,EUR,France
MLKPS.PA,K PRIME CAPITAL,Euronext Access Paris,ES0105698007,EUR,France
MLLAB.PA,MEDIA LAB,Euronext Access Paris,IT0005324105,EUR,France
MLLCB.PA,CONSTRUCTEURS BOIS,Euronext Access Paris,FR00140007I9,EUR,France
MLLOI.PA,LOCASYSTEM INTL,Euronext Access Paris,FR0004155208,EUR,France
MLMAC.LS,MACC1X1 SOCIMI,Euronext Access Lisbon,ES0105665006,EUR,Portugal
MLMAQ.PA,MAQ ADMON. URBANAS,Euronext Access Paris,ES0105447009,EUR,France
MLMAZ.BR,MAZARO,Euronext Access Brussels,BE0974404361,EUR,Belgium
MLMED.PA,MEDITERRANEAN REIT,Euronext Access Paris,ES0105977005,EUR,France
MLMFI.PA,CONDOR TECHNOLOG,Euronext Access Paris,BE6252013725,EUR,France
MLMGL.PA,MAGILLEM,Euronext Access Paris,FR0010827741,EUR,France
MLMIB.PA,METRICS IN BALANCE,Euronext Access Paris,BE0974328602,EUR,France
MLMIV.PA,MERIDIA RE IV,Euronext Access Paris,ES0105559001,EUR,France
MLMR.LS,MONUMENTAL RES,Euronext Access Lisbon,PTMNN0AE0006,EUR,Portugal
MLMTP.PA,MONTEPINO LOGISTIC,Euronext Access Paris,ES0105549002,EUR,France
MLMUT.PA,MUTTER VENTURES,Euronext Access Paris,ES0105697009,EUR,France
MLNDG.PA,GLOBAL PIELAGO,Euronext Access Paris,ES0105537007,EUR,France
MLNEU.BR,NEUFCOUR-FIN.,Euronext Access Brussels,BE0003680916,EUR,Belgium
MLNMA.PA,MIGUET ET ASSOCIES,Euronext Access Paris,FR0010500363,EUR,France
MLNOV.PA,NOVATECH IND.,Euronext Access Paris,FR0000185464,EUR,France
MLOBT.LS,ORIENTE BT SIGI,Euronext Access Lisbon,PTOBW0AM0008,EUR,Portugal
MLOCT.PA,OCTOPUS BIOSAFETY,Euronext Access Paris,FR0013310281,EUR,France
MLODT.PA,ODIOT S.A.,Euronext Access Paris,FR0014010DV3,EUR,France
MLONE.PA,BODY ONE,Euronext Access Paris,FR0010106039,EUR,France
MLONL.PA,ONLINEFORMAPRO,Euronext Access Paris,FR0004174712,EUR,France
MLORB.PA,ORBIS PROPERTIES,Euronext Access Paris,ES0105490009,EUR,France
MLORE.LS,OLIMPO REAL ESTATE,Euronext Access Lisbon,PTOTP0AM0004,EUR,Portugal
MLORQ.PA,ORINOQUIA,Euronext Access Paris,ES0105534004,EUR,France
MLPAC.PA,PACTE NOVATION,Euronext Access Paris,FR0000077992,EUR,France
MLPER.PA,PERSEIDA RENTA,Euronext Access Paris,ES0105612008,EUR,France
MLPHO.PA,PHOTONIKE CAPITAL,Euronext Access Paris,BE0948608451,EUR,France
MLPHW.PA,PHONE WEB,Euronext Access Paris,FR0000185480,EUR,France
MLPLC.PA,PLACOPLATRE,Euronext Access Paris,FR0000030769,EUR,France
MLPRE.PA,PRELUDE S.A,Euronext Access Paris,FR0014011SJ4,EUR,France
MLPRI.PA,PROP.IMMEUBLES,Euronext Access Paris,FR0000061376,EUR,France
MLPRX.PA,PARX MATERIALS NV,Euronext Access Paris,NL0012650535,EUR,France
MLPTZ.PA,PYRATZ CORP.,Euronext Access Paris,FR0013371507,EUR,France
MLROT.PA,ROTH MIONS,Euronext Access Paris,FR001400EA65,EUR,France
MLRSR.LS,RSR SINGULAR,Euronext Access Lisbon,ES0105505004,EUR,Portugal
MLRZE.LS,RAIZE,Euronext Access Lisbon,PTRIZ0AM0009,EUR,Portugal
MLSAG.PA,SAGAX REAL ESTATE,Euronext Access Paris,ES0105651006,EUR,France
MLSCI.PA,SCIENTIA SCHOOL,Euronext Access Paris,ES0105592002,EUR,France
MLSDN.PA,SAVONNERIE NYONS,Euronext Access Paris,FR0013155975,EUR,France
MLSEQ.PA,SEQUA PETROLEUM NV,Euronext Access Paris,NL0010623518,EUR,France
MLSJA.PA,SAJA REAL ESTATE,Euronext Access Paris,ES0105910006,EUR,France
MLSML.PA,SMALTO,Euronext Access Paris,FR0011131788,EUR,France
MLSPI.PA,STUDENT PROPERTY,Euronext Access Paris,ES0105851002,EUR,France
MLSRP.PA,SPEED RABBIT PIZZA,Euronext Access Paris,FR0000054371,EUR,France
MLSTR.PA,STREIT MECANIQUE,Euronext Access Paris,FR0000063976,EUR,France
MLTRO.PA,TROC ILE,Euronext Access Paris,FR0000031106,EUR,France
MLTV.BR,CHOICE,Euronext Access Brussels,BE0974370026,EUR,Belgium
MLUMG.PA,UMALIS GROUP,Euronext Access Paris,FR0011776889,EUR,France
MLURC.PA,URCOLESA,Euronext Access Paris,ES0105748000,EUR,France
MLVDN.LS,VILA DOS NUMEROS,Euronext Access Lisbon,PTVUO0AM0000,EUR,Portugal
MLVIC.PA,VICSO,Euronext Access Paris,ES0105962007,EUR,France
MLVIE.PA,INTEGRITAS VIAGER,Euronext Access Paris,FR0014003FN0,EUR,France
MLVIN.PA,FONCIERE VINDI,Euronext Access Paris,FR0011605617,EUR,France
MLVRE.PA,VANDOR REAL ESTATE,Euronext Access Paris,ES0105623005,EUR,France
MLVRF.PA,VREF SEVILLE,Euronext Access Paris,ES0105492005,EUR,France
MLVST.PA,TELEVISTA,Euronext Access Paris,FR0011076595,EUR,France
MLWEA.PA,WEACCESS GROUP,Euronext Access Paris,FR0010688465,EUR,France
MLWEY.PA,WEYA,Euronext Access Paris,FR0010768770,EUR,France
MLWRS.PA,WELLNESS,Euronext Access Paris,ES0105740007,EUR,France
MLZAM.PA,ZCCM,Euronext Access Paris,ZM0000000037,EUR,France
MMB.PA,LAGARDERE SA,Euronext Paris,FR0000130213,EUR,France
MMT.PA,METROPOLE TV,Euronext Paris,FR0000053225,EUR,France
MN.MI,MONDADORI EDIT,Euronext Milan,IT0001469383,EUR,Italy
MNL.MI,MONNALISA,Euronext Growth Milan,IT0005338139,EUR,Italy
MOL.MI,MOLTIPLY GROUP,Euronext Milan,IT0004195308,EUR,Italy
MONC.MI,MONCLER,Euronext Milan,IT0004965148,EUR,Italy
MONNI.BR,MONNI,Euronext Growth Brussels,BE0974503352,EUR,Belgium
MONT.PA,MONTEA,"Euronext Brussels, Paris",BE0003853703,EUR,France
MOP.BR,MOPOLI,Euronext Brussels,NL0000488153,EUR,Belgium
MOPF.BR,MOPOLI FOND,Euronext Brussels,NL0000488161,EUR,Belgium
MORE.AS,MOREFIELD GROUP,Euronext Amsterdam,CWN814651014,EUR,Netherlands
MORG.OL,SPAREBANKEN MØRE,Oslo Børs,NO0012483207,NOK,Norway
MORLD.OL,MORELD,Oslo Børs,NO0013325506,NOK,Norway
MOUR.BR,MOURY CONSTRUCT,Euronext Brussels,BE0003602134,EUR,Belgium
MOWI.OL,MOWI,Oslo Børs,NO0003054108,NOK,Norway
MPCC.OL,MPC CONTAINER SHIP,Oslo Børs,NO0010791353,NOK,Norway
MPCES.OL,MPC ENERGY SOLUTIO,Euronext Growth Oslo,NL0015268814,NOK,Norway
MPT.MI,IMPIANTI,Euronext Growth Milan,IT0005518953,EUR,Italy
MQSPA.MI,MEGLIOQUESTO,Euronext Growth Milan,IT0005450173,EUR,Italy
MRL.LS,MERLIN PROPERTIES,Euronext Lisbon,ES0105025003,EUR,Portugal
MRN.PA,MERSEN,Euronext Paris,FR0000039620,EUR,France
MS.MI,MISITANO STRACUZZI,Euronext Growth Milan,IT0005603078,EUR,Italy
MT.PA,ARCELORMITTAL SA,"Euronext Amsterdam, Paris",LU1598757687,EUR,France
MTK.MI,METRIKS AI,Euronext Growth Milan,IT0005651481,EUR,Italy
MTLS.BR,MATERIALISE,Euronext Brussels,BE0974501331,EUR,Belgium
MTRK.AS,MOTORK,Euronext Amsterdam,GB00BMXH3352,EUR,Netherlands
MTS.MI,MIT SIM,Euronext Growth Milan,IT0005427510,EUR,Italy
MTU.PA,MANITOU BF,Euronext Paris,FR0000038606,EUR,France
MTV.MI,MONDO TV,Euronext Milan,IT0001447785,EUR,Italy
MTVFR.MI,MONDO TV FRANCE,Euronext Growth Milan,FR0014011ND8,EUR,Italy
MULTI.OL,MULTICONSULT,Oslo Børs,NO0010734338,NOK,Norway
MVW.OL,M VEST WATER,Euronext Growth Oslo,NO0010976343,NOK,Norway
NABDD.MI,NABLA IPO DIST.,Euronext Growth Milan,IT0005730384,EUR,Italy
NACON.PA,NACON,Euronext Paris,FR0013482791,EUR,France
NAE.PA,North Atlantic En.,Euronext Paris,FR0000120669,EUR,France
NAI.AS,NAI ORD SHARES,Euronext Amsterdam,NL0015000CG2,EUR,Netherlands
NAITR.AS,NAI TREAS SHARES,Euronext Amsterdam,NL0015000CF4,EUR,Netherlands
NAIW.AS,NAI WARRANTS,Euronext Amsterdam,NL0015000CH0,EUR,Netherlands
NANO.PA,NANOBIOTIX,Euronext Paris,FR0011341205,EUR,France
NAPA.OL,NAPATECH,Oslo Børs,DK0060520450,NOK,Norway
NAS.OL,NORWEGIAN AIR SHUT,Oslo Børs,NO0010196140,NOK,Norway
NAVA.OL,NAVAMEDIC,Oslo Børs,NO0010205966,NOK,Norway
NBA.LS,"NOVABASE,SGPS",Euronext Lisbon,PTNBA0AM0006,EUR,Portugal
NBX.OL,NORWEGIAN BLOCK EX,Euronext Growth Oslo,NO0010984966,NOK,Norway
NCOD.OL,NORCOD,Euronext Growth Oslo,NO0010892912,NOK,Norway
NDT.MI,NEODECORTECH,Euronext Milan,IT0005275778,EUR,Italy
NEDAP.AS,NEDAP,Euronext Amsterdam,NL0000371243,EUR,Netherlands
NEDSE.AS,MKB Nedsense,Euronext Amsterdam,NL0009312842,EUR,Netherlands
NEL.OL,NEL,Oslo Børs,NO0010081235,NOK,Norway
NEWT.BR,NEWTREE,Euronext Access Brussels,BE0003832491,EUR,Belgium
NEX.PA,NEXANS,Euronext Paris,FR0000044448,EUR,France
NEXI.MI,NEXI,Euronext Milan,IT0005366767,EUR,Italy
NEXT.OL,NEXT BIOMETRICS GP,Oslo Børs,NO0013740142,NOK,Norway
NEXTA.BR,NEXTENSA,Euronext Brussels,BE0003770840,EUR,Belgium
NHY.OL,NORSK HYDRO,Oslo Børs,NO0005052605,NOK,Norway
NISB.OL,NIDAROS SPAREBANK,Euronext Growth Oslo,NO0010733082,NOK,Norway
NK.PA,IMERYS,Euronext Paris,FR0000120859,EUR,France
NKR.OL,NEKKAR,Oslo Børs,NO0003049405,NOK,Norway
NN.AS,NN GROUP,Euronext Amsterdam,NL0010773842,EUR,Netherlands
NOAP.OL,NORDIC AQUA PART,Euronext Growth Oslo,NO0012928805,NOK,Norway
NOD.OL,NORDIC SEMICONDUC,Oslo Børs,NO0003055501,NOK,Norway
NOFIN.OL,NORDIC FINANCIALS,Euronext Expand Oslo,NO0013683409,NOK,Norway
NOHAL.OL,NORDIC HALIBUT,Euronext Growth Oslo,NO0003058109,NOK,Norway
NOL.OL,NORTHERN OCEAN LTD,Oslo Børs,BMG6682J1036,NOK,Norway
NOM.OL,NORDIC MINING,Oslo Børs,NO0013162693,NOK,Norway
NONG.OL,SPBK1 NORD-NORGE,Oslo Børs,NO0006000801,NOK,Norway
NORAM.OL,NORAM DRILLING,Euronext Growth Oslo,NO0010360019,NOK,Norway
NORBT.OL,NORBIT,Oslo Børs,NO0010856511,NOK,Norway
NORCO.OL,NORCONSULT,Oslo Børs,NO0013052209,NOK,Norway
NORDH.OL,NORDHEALTH A-AKSJE,Euronext Growth Oslo,NO0011002651,NOK,Norway
NORSE.OL,NORSE ATLANTIC,Euronext Expand Oslo,NO0012885252,NOK,Norway
NORTH.OL,NORTH ENERGY,Euronext Expand Oslo,NO0010550056,NOK,Norway
NOS.LS,"NOS, SGPS",Euronext Lisbon,PTZON0AM0006,EUR,Portugal
NOSN.OL,NOS NOVA,Euronext Growth Oslo,NO0010917339,NOK,Norway
NOVA.MI,NOVAMARINE,Euronext Growth Milan,IT0005605701,EUR,Italy
NPI.MI,NOTORIOUS PICTURES,Euronext Growth Milan,IT0005025355,EUR,Italy
NR21.PA,NR21,Euronext Paris,FR0014001PV6,EUR,France
NRC.OL,NRC GROUP,Oslo Børs,NO0003679102,NOK,Norway
NRG.PA,NRJ GROUP,Euronext Paris,FR0000121691,EUR,France
NRO.PA,NEURONES,Euronext Paris,FR0004050250,EUR,France
NRP.AS,NEPI ROCKCASTLE,Euronext Amsterdam,NL0015000RT3,EUR,Netherlands
NRST.MI,NEUROSOFT,Euronext Growth Milan,GRS802003004,EUR,Italy
NSE.AS,NEW SOURCES ENERGY,Euronext Amsterdam,NL0009822014,EUR,Netherlands
NSI.AS,NSI N.V.,Euronext Amsterdam,NL0012365084,EUR,Netherlands
NSKOG.OL,NORSKE SKOG,Oslo Børs,NO0010861115,NOK,Norway
NSP.MI,NEOSPERIENCE,Euronext Growth Milan,IT0005497018,EUR,Italy
NTG.OL,NORDIC TECHNOLOGY,Euronext Growth Oslo,NO0011018434,NOK,Norway
NTI.OL,NORSK TITANIUM,Euronext Growth Oslo,NO0010969108,NOK,Norway
NUS.MI,NUSCO,Euronext Growth Milan,IT0005453110,EUR,Italy
NVG.LS,THE NAVIGATOR COMP,Euronext Lisbon,PTPTI0AM0006,EUR,Portugal
NWL.MI,NEWPRINCES,Euronext Milan,IT0005385213,EUR,Italy
NXFIL.AS,NX FILTRATION,Euronext Amsterdam,NL0015000D50,EUR,Netherlands
NXI.PA,NEXITY,Euronext Paris,FR0010112524,EUR,France
NXT.MI,NEXT GEOSOLUTIONS,Euronext Growth Milan,IT0005594418,EUR,Italy
NYKD.OL,NYKODE THERAPEUTIC,Oslo Børs,NO0010714785,NOK,Norway
NYR.BR,NYRSTAR,Euronext Brussels,BE0974294267,EUR,Belgium
NYXH.BR,NYXOAH,Euronext Brussels,BE0974358906,EUR,Belgium
OBEL.BR,ORANGE BELGIUM,Euronext Brussels,BE0003735496,EUR,Belgium
OBSRV.OL,OBSERVE MEDICAL,Euronext Expand Oslo,NO0013457952,NOK,Norway
OCEAN.OL,OCEAN GEOLOOP,Euronext Growth Oslo,NO0010914641,NOK,Norway
OCI.AS,OCI,Euronext Amsterdam,NL0010558797,EUR,Netherlands
ODET.PA,COMPAGNIE ODET,Euronext Paris,FR0000062234,EUR,France
ODF.OL,ODFJELL SER. A,Oslo Børs,NO0003399909,NOK,Norway
ODFB.OL,ODFJELL SER. B,Oslo Børs,NO0003399917,NOK,Norway
ODL.OL,ODFJELL DRILLING,Oslo Børs,BMG671801022,NOK,Norway
OEC.MI,OPS ECOM,Euronext Milan,IT0005122400,EUR,Italy
OET.OL,OKEANIS ECO TANKER,Oslo Børs,MHY641771016,NOK,Norway
OIZ.IR,ORIGIN ENT. PLC,Euronext Growth Dublin,IE00B1WV4493,EUR,Ireland
OKEA.OL,OKEA,Oslo Børs,NO0010816895,NOK,Norway
OLI.MI,OLIDATA,Euronext Milan,IT0005634610,EUR,Italy
OMC.OL,OMC TANKERS,Euronext Growth Oslo,NO0013759159,NOK,Norway
OMDA.OL,OMDA,Euronext Growth Oslo,NO0010894512,NOK,Norway
OMER.MI,OMER,Euronext Growth Milan,IT0005453748,EUR,Italy
ONCIN.OL,ONCOINVENT,Oslo Børs,NO0013711713,NOK,Norway
ONEBS.PA,ONE EXP BSA 2025 2,Euronext Growth Paris,FR00140126G1,EUR,France
ONTEX.BR,ONTEX GROUP,Euronext Brussels,BE0974276082,EUR,Belgium
ONWD.PA,ONWARD MEDICAL,"Euronext Brussels, Amsterdam, Paris",NL0015000HT4,EUR,France
OPM.PA,OPMOBILITY,Euronext Paris,FR0000124570,EUR,France
OPR.MI,OPS RETAIL,Euronext Milan,IT0005545675,EUR,Italy
OPS.MI,OPS ITALIA,Euronext Milan,IT0005577868,EUR,Italy
OPTI.BR,OPTION,Euronext Brussels,BE0974496284,EUR,Belgium
OPTS.MI,OPT,Euronext Growth Milan,IT0005713646,EUR,Italy
OR.PA,L'OREAL,Euronext Paris,FR0000120321,EUR,France
ORA.PA,ORANGE,Euronext Paris,FR0000133308,EUR,France
OREGE.PA,OREGE,Euronext Paris,FR0010609206,EUR,France
ORIA.PA,FIDUCIAL REAL EST.,Euronext Paris,FR0000060535,EUR,France
ORK.OL,ORKLA,Oslo Børs,NO0003733800,NOK,Norway
OROX.MI,GENS AUREA,Euronext Milan,IT0005713232,EUR,Italy
ORS.MI,ORSERO,Euronext Milan,IT0005138703,EUR,Italy
OS.MI,OFFICINA STELLARE,Euronext Growth Milan,IT0005374035,EUR,Italy
OSA.MI,OSAI AUTOM SYSTEM,Euronext Growth Milan,IT0005424830,EUR,Italy
OSE.PA,OSE IMMUNO,Euronext Paris,FR0012127173,EUR,France
OSUN.OL,OCEAN SUN,Euronext Growth Oslo,NO0010887565,NOK,Norway
OTEC.OL,OTELLO CORPORATION,Oslo Børs,NO0010040611,NOK,Norway
OTL.OL,ODFJELL TECHNOLOGY,Oslo Børs,BMG6716L1081,NOK,Norway
OTO.MI,OTOFARMA,Euronext Growth Milan,IT0005663361,EUR,Italy
OTOVO.OL,OTOVO,Oslo Børs,NO0013721613,NOK,Norway
OVH.PA,OVH,Euronext Paris,FR0014005HJ9,EUR,France
OVS.MI,OVS,Euronext Milan,IT0005043507,EUR,Italy
OXUR.BR,OXURION,Euronext Brussels,BE0974487192,EUR,Belgium
PAG.MI,PORTO AVIATION,Euronext Growth Milan,IT0005545238,EUR,Italy
PAR.PA,PAREF,Euronext Paris,FR0010263202,EUR,France
PARB.OL,PARETO BANK,Oslo Børs,NO0010397581,NOK,Norway
PARP.PA,GROUPE PARTOUCHE,Euronext Paris,FR0012612646,EUR,France
PARRO.PA,PARROT,Euronext Paris,FR0004038263,EUR,France
PAT.PA,PATRIMOINE ET COMM,Euronext Paris,FR0011027135,EUR,France
PATBS.PA,PLANT ADVANCED BS,Euronext Growth Paris,FR0011844067,EUR,France
PAY.BR,PAYTON PLANAR,Euronext Brussels,IL0010830391,EUR,Belgium
PBH.AS,PB HOLDING,Euronext Amsterdam,NL0000336303,EUR,Netherlands
PEN.OL,PANORO ENERGY,Oslo Børs,NO0010564701,NOK,Norway
PEUG.PA,PEUGEOT INVEST,Euronext Paris,FR0000064784,EUR,France
PEXIP.OL,PEXIP HOLDING,Oslo Børs,NO0010840507,NOK,Norway
PFI.MI,PREMIA FINANCE,Euronext Growth Milan,IT0005442154,EUR,Italy
PHARM.AS,PHARMING GROUP,Euronext Amsterdam,NL0010391025,EUR,Netherlands
PHIA.AS,PHILIPS KON,Euronext Amsterdam,NL0000009538,EUR,Netherlands
PHIL.MI,PHILOGEN,Euronext Milan,IT0005373789,EUR,Italy
PHN.MI,PHARMANUTRA,Euronext Milan,IT0005274094,EUR,Italy
PHO.OL,PHOTOCURE,Oslo Børs,NO0010000045,NOK,Norway
PHR.LS,PHAROL,Euronext Lisbon,PTPTC0AM0009,EUR,Portugal
PIA.MI,PIAGGIO,Euronext Milan,IT0003073266,EUR,Italy
PIG.PA,HAULOTTE GROUP,Euronext Paris,FR0000066755,EUR,France
PINF.MI,PININFARINA SPA,Euronext Milan,IT0003056386,EUR,Italy
PIRC.MI,PIRELLI & C,Euronext Milan,IT0005278236,EUR,Italy
PLC.MI,PLC,Euronext Milan,IT0005339160,EUR,Italy
PLCAN.OL,PELICAN AQUA HLDNG,Euronext Growth Oslo,CY0201461213,NOK,Norway
PLGC.OL,PELAGIC CREDIT,Euronext Growth Oslo,CY0201332216,NOK,Norway
PLN.MI,PLANETEL,Euronext Growth Milan,IT0005430951,EUR,Italy
PLNW.PA,PLANISWARE,Euronext Paris,FR001400PFU4,EUR,France
PLSV.OL,PARATUS ENERGY SER,Oslo Børs,BMG6904D1083,NOK,Norway
PLT.OL,POLIGHT,Oslo Børs,NO0012535832,NOK,Norway
PLX.PA,PLUXEE,Euronext Paris,NL0015001W49,EUR,France
PMED.MI,Piu' Medical,Euronext Growth Milan,IT0005676140,EUR,Italy
PMT.MI,PROMOTICA,Euronext Growth Milan,IT0005425365,EUR,Italy
PNL.AS,POSTNL,Euronext Amsterdam,NL0009739416,EUR,Netherlands
PNOR.OL,PETRONOR E&P,Oslo Børs,NO0012942525,NOK,Norway
POL.OL,POLARIS MEDIA,Oslo Børs,NO0010466022,NOK,Norway
POLAR.OL,POLAR RESOURCES,Euronext Growth Oslo,NO0013756361,NOK,Norway
POMRY.PA,MAISON POMMERY,"Euronext Paris, Brussels",FR0000062796,EUR,France
POPR.MI,POLIGRAF PRINTING,Euronext Growth Milan,IT0004587470,EUR,Italy
POR.MI,PORTOBELLO,Euronext Growth Milan,IT0005337495,EUR,Italy
PORF.AS,PORCELEYNE FLES,Euronext Amsterdam,NL0000378669,EUR,Netherlands
POXEL.PA,POXEL,Euronext Paris,FR0012432516,EUR,France
POZ.MI,POZZI MILANO,Euronext Growth Milan,IT0005499949,EUR,Italy
PPG.OL,PIONEER PROPERTY,Euronext Expand Oslo,NO0010735681,NOK,Norway
PPLA.AS,PPLA European Unit,Euronext Amsterdam,US69355L1098,EUR,Netherlands
PPLAA.AS,PPLA CLASS A,Euronext Amsterdam,BMG7209L1000,EUR,Netherlands
PPLAB.AS,PPLA CLASS B,Euronext Amsterdam,BMG7209L1182,EUR,Netherlands
PQ.MI,PIQUADRO,Euronext Milan,IT0004240443,EUR,Italy
PRC.PA,ARTMARKET COM,Euronext Paris,FR0000074783,EUR,France
PRE.MI,PREDICT,Euronext Growth Milan,IT0005611071,EUR,Italy
PREVA.AS,VALUE8 CUM PREF,Euronext Amsterdam,NL0015118803,EUR,Netherlands
PRO.MI,BCA PROFILO,Euronext Milan,IT0005704439,EUR,Italy
PROAC.PA,PROACTIS SA,Euronext Paris,FR0004052561,EUR,France
PROT.OL,PROTECTOR FORSIKRG,Oslo Børs,NO0010209331,NOK,Norway
PROX.BR,PROXIMUS,Euronext Brussels,BE0003810273,EUR,Belgium
PROXI.OL,PROXIMAR SEAFOOD,Euronext Growth Oslo,NO0010893902,NOK,Norway
PRS.OL,PROSAFE,Oslo Børs,NO0010861990,NOK,Norway
PRT.MI,ESPRINET,Euronext Milan,IT0003850929,EUR,Italy
PRX.AS,PROSUS,Euronext Amsterdam,NL0013654783,EUR,Netherlands
PRXD.MI,Praexidia,Euronext Growth Milan,IT0005687469,EUR,Italy
PRY.MI,PRYSMIAN,Euronext Milan,IT0004176001,EUR,Italy
PSE.OL,PETROLIA,Oslo Børs,CY0102630916,NOK,Norway
PSQ.MI,PASQUARELLI AUTO,Euronext Growth Milan,IT0005546319,EUR,Italy
PST.MI,POSTE ITALIANE,Euronext Milan,IT0003796171,EUR,Italy
PTR.MI,PATTERN,Euronext Growth Milan,IT0005378143,EUR,Italy
PTSB.IR,PERM. TSB GP. HOLD,Euronext Dublin,IE00BWB8X525,EUR,Ireland
PUB.PA,PUBLICIS GROUPE SA,Euronext Paris,FR0000130577,EUR,France
PUBLI.OL,PPI PUBLIC PROP,Oslo Børs,SE0028799411,NOK,Norway
PWS.MI,POWERSOFT,Euronext Growth Milan,IT0005353815,EUR,Italy
PYRUM.OL,PYRUM INNOVATIONS,Euronext Growth Oslo,DE000A2G8ZX8,NOK,Norway
QDT.PA,QUADIENT,Euronext Paris,FR0000120560,EUR,France
QEC.OL,QUESTERRE ENERGY,Oslo Børs,CA74836K1003,NOK,Norway
QEV.AS,QEV,Euronext Amsterdam,NL0015000NM7,EUR,Netherlands
QEVT.AS,QEV TREAS SHARES,Euronext Amsterdam,NL0015000NL9,EUR,Netherlands
QEVW.AS,QEV WARRANTS,Euronext Amsterdam,NL0015000NK1,EUR,Netherlands
QFG.BR,QUESTFOR GR-PRICAF,Euronext Brussels,BE0003730448,EUR,Belgium
QGAS.OL,QUESTERRE EN PREF,Euronext Growth Oslo,CA74836K4072,NOK,Norway
QRF.BR,QRF,Euronext Brussels,BE0974272040,EUR,Belgium
RACE.MI,FERRARI,Euronext Milan,NL0011585146,EUR,Italy
RAD.MI,RADICI,Euronext Growth Milan,IT0005379737,EUR,Italy
